Movie_Name,Description,Director,Rating,Runtime,Year of Release,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,History,Horror,Mystery,Romance,Sci-Fi,Thriller,War,Budget,Collection,Nominated
Captain Fantastic,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent. (118 mins.)", Matt Ross,7.9,118,2016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5000000,14900000,N
Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years. (134 mins.)", Paul Greengrass,7.8,134,2013,1,1,0,0,0,0,0,0,0,0,0,0,1,0,55000000,220648184,Y
Carnage,"Two pairs of parents hold a cordial meeting after their sons are involved in a fight, though as their time together progresses, increasingly childish behavior throws the discussion into chaos. (80 mins.)", Roman Polanski,7.2,80,2011,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25000000,38112154,N
Carol,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York. (118 mins.), Todd Haynes,7.2,118,2015,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11800000,41000000,N
Casino Royale,"Armed with a license to kill, Secret Agent James Bond sets out on his first mission as 007, and must defeat a private banker to terrorists in a high stakes game of poker at Casino Royale, Montenegro, but things are not what they seem. (144 mins.)", Martin Campbell,8,144,2006,0,0,0,1,1,1,0,0,1,1,0,0,1,0,102000000,594420283,N
Cast Away,A FedEx executive must transform himself physically and emotionally to survive a crash landing on a deserted island. (143 mins.), Robert Zemeckis,7.8,143,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,85000000,427230516,N
Castaway on the Moon,A failed suicide attempt leads a heartbroken man to live a life in the wilderness. (116 mins.), Hae-jun Lee,8.1,116,2009,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5000000,3700000,N
Catch Me If You Can,"The story of Frank Abagnale Jr., before his 19th birthday, successfully forged millions of dollars worth of checks while posing as a Pan Am pilot, a doctor, and legal prosecutor as a seasoned and dedicated FBI agent pursues him. (141 mins.)", Steven Spielberg,8.1,141,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,1,52000000,355612291,N
Certified Copy,"In Tuscany to promote his latest book, a middle-aged British writer meets a French woman who leads him to the village of Lucignano. While there, a chance question reveals something deeper. (106 mins.)", Abbas Kiarostami,7.3,106,2010,0,0,0,0,1,1,0,1,0,0,0,0,1,1,3800000,5100000,N
Changeling,A grief-stricken mother takes on the LAPD to her own detriment when it tries to pass off an obvious impostor as her missing child. (141 mins.), Clint Eastwood,7.8,141,2008,0,0,0,0,1,0,0,0,0,1,0,0,0,0,55000000,113805580,N
Charlie Wilsons War,"A drama based on a Texas congressman Charlie Wilsons covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects. (102 mins.)", Mike Nichols,7.1,102,2007,0,0,0,1,0,1,0,0,0,0,0,0,0,0,75000000,119512771,N
Che: Part One,"In 1956, Ernesto Che Guevara and a band of Castro-led Cuban exiles mobilize an army to topple the regime of dictator Fulgencio Batista. (134 mins.)", Steven Soderbergh,7.2,134,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,58000000,41000000,N
Che: Part Two,"In 1967, Ernesto Che Guevara leads a small partisan army to fight an ill-fated revolutionary guerrilla war in Bolivia, South America. (135 mins.)", Steven Soderbergh,6.9,135,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,58000000,41000000,N
Chicago,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago. (113 mins.), Rob Marshall,7.2,113,2002,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30000000,306770545,Y
Chicken Run,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners. (84 mins.)"," Peter Lord, Nick Park",7,84,2000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,42000000,227793915,N
Chico & Rita,"Chico is a young piano player with big dreams. Rita is a beautiful singer with an extraordinary voice. Music and romantic desire unites them, but their journey - in the tradition of the Latin ballad, the bolero - brings heartache and torment. (94 mins.)"," Tono Errando, Javier Mariscal",7.2,94,2010,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000000,22000000,N
Children of Men,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea. (109 mins.)", Alfonso Cuarón,7.9,109,2006,0,0,0,0,0,0,1,0,0,0,0,1,0,0,76000000,69845011,N
Chunhyang,"Mongryong marries the beautiful Chunhyang without telling his father, the Governor of Namwon. When his father is transferred to Seoul... (120 mins.)", Kwon-taek Im,7.3,120,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2500000,798977,N
Cinderella Man,"The story of James Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s. (144 mins.)", Ron Howard,8,144,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88000000,105021488,N
City of God,"Two boys growing up in a violent neighborhood of Rio de Janeiro take different paths: one becomes a photographer, the other a drug dealer. (130 mins.)"," Fernando Meirelles, Kátia Lund",8.6,130,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3300000,31000000,N
Cloud Atlas,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution. (172 mins.)"," Tom Tykwer, Lana Wachowski",7.5,172,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102000000,130673154,N
Clouds of Sils Maria,A film star comes face-to-face with an uncomfortable reflection of herself while starring in a revival of the play that launched her career. (124 mins.), Olivier Assayas,6.7,124,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5100000,4700000,N
Code 46,"A futuristic Brief Encounter, this is a love story in which the romance is doomed by genetic incompatibility. (93 mins.)", Michael Winterbottom,6.2,93,2003,0,0,0,0,1,1,0,0,0,0,0,0,1,0,7500000,1788324,N
Code Unknown,"A young man harasses a homeless woman, another man protests, the police arrest both and the woman has to leave the country. What were their various story-lines leading up to this event? (118 mins.)", Michael Haneke,7.2,118,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7300000,310000,N
Collateral,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles. (115 mins.), Michael Mann,7.6,115,2004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60000000,217670152,N
Coming Home,A woman whose husband is fighting in Vietnam falls in love with another man who suffered a paralyzing combat injury there. (127 mins.), Yimou Zhang,7.3,109,2014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3000000,32653000,N
Confessions of a Dangerous Mind,"An adaptation of the cult memoir of game show impresario Chuck Barris, in which he purports to have been a CIA hitman. (113 mins.)", George Clooney,7.1,113,2002,0,1,0,0,1,1,0,1,0,0,0,0,1,0,29000000,33013805,N
Control,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23. (122 mins.)", Anton Corbijn,7.7,122,2007,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6400000,8902141,N
Coraline,"An adventurous girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets. (100 mins.)", Henry Selick,7.7,100,2009,0,0,0,1,0,0,1,0,0,1,0,0,0,0,60000000,126037057,N
Coriolanus,A banished hero of Rome allies with a sworn enemy to take his revenge on the city. (123 mins.), Ralph Fiennes,6.2,123,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10000000,1049641,N
Corpse Bride,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her. (77 mins.)"," Tim Burton, Mike Johnson",7.4,77,2005,0,0,0,1,0,1,0,0,0,0,0,0,0,0,40000000,117200000,N
Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption. (112 mins.)", Paul Haggis,7.8,112,2004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10000000,3357324,Y
Crazy Heart,A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him. (112 mins.), Scott Cooper,7.3,112,2009,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8500000,47417251,N
"Crazy, Stupid, Love.","A middle-aged husbands life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars. (118 mins.)"," Glenn Ficarra, John Requa",7.4,118,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50000000,142900000,N
Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed. (133 mins.)", Ryan Coogler,7.6,133,2015,0,0,0,0,0,1,1,0,1,0,0,0,0,0,37000000,173567581,N
"Crouching Tiger, Hidden Dragon",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation. (120 mins.), Ang Lee,7.9,120,2000,0,1,1,1,0,0,1,0,0,0,1,0,0,0,15000000,213514672,Y
Dallas Buyers Club,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease. (117 mins.)", Jean-Marc Vallée,8,117,2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5000000,60611845,Y
Dancer in the Dark,"An east European girl goes to America with her young son, expecting it to be like a Hollywood film. (140 mins.)", Lars Von Trier,8,140,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12500000,45557491,N
Dawn of the Dead,"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall. (101 mins.)", Zack Snyder,7.3,101,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28000000,103452875,N
Dawn of the Planet of the Apes,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier. (130 mins.), Matt Reeves,7.6,130,2014,0,1,0,1,0,1,0,0,0,0,0,0,0,0,170000000,710644566,N
Days of Glory,"During WWII, four North African men enlist in the French army to liberate that country from Nazi oppression, and to fight French discrimination. (128 mins.)", Rachid Bouchareb,7.1,128,2006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14500000,22500000,N
Dead Mans Shoes,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago. (90 mins.), Shane Meadows,7.7,90,2004,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1125000,414736,N
Deadpool,A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge. (108 mins.), Tim Miller,8,108,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58000000,801029249,N
Death at a Funeral,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family. (87 mins.), Frank Oz,7.4,87,2007,1,1,1,0,0,0,0,0,0,1,0,0,0,0,21000000,48977233,N
Despicable Me,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better. (95 mins.)"," Pierre Coffin, Chris Renaud",7.7,95,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69000000,543495033,N
Despicable Me 2,"When Gru, the worlds most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Grus own, He has to fight back with new gadgetry, cars, and more minion madness. (98 mins.)"," Pierre Coffin, Chris Renaud",7.4,98,2013,1,1,1,0,0,0,0,0,0,0,0,1,0,0,76000000,975216835,N
Detroit,Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds. (143 mins.), Kathryn Bigelow,7.6,143,2017,0,0,0,1,0,1,0,0,0,0,1,0,0,0,34000000,22000000,N
Dheepan,Dheepan is a Sri Lankan Tamil warrior who flees to France and ends up working as a caretaker outside Paris. (115 mins.), Jacques Audiard,7.2,115,2015,0,0,0,0,1,1,0,1,0,0,0,0,0,0,9000000,7714549,N
Dinner Rush,Is it just another evening at the hugely popular Italian restaurant of proprietor and bookmaker Louis Cropa in New York... (99 mins.), Bob Giraldi,7.3,99,2000,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2000000,1075504,N
Diplomacy,"A historical drama that depicts the relationship between Dietrich von Choltitz, the German military governor of occupied Paris, and Swedish consul-general Raoul Nordling. (84 mins.)", Volker Schlöndorff,7.1,84,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4800000,4200000,N
Dirty Pretty Things,An illegal Nigerian immigrant discovers the unpalatable side of London life. (97 mins.), Stephen Frears,7.4,97,2002,0,0,0,0,1,1,0,0,0,0,0,0,1,0,10000000,14156753,N
District 9,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology. (112 mins.), Neill Blomkamp,8,112,2009,1,0,0,0,1,1,0,0,0,0,0,0,0,0,30000000,212453431,Y
Divines,A street teenager from a dysfunctional family from a banlieue (HLMs) in Paris comes across a young dancer who turns her life upside down. (105 mins.), Houda Benyamina,7.4,105,2016,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2400000,2300000,N
Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner. (165 mins.)", Quentin Tarantino,8.4,165,2012,0,0,0,1,0,1,0,0,0,0,1,0,0,0,100000000,449948323,Y
Dogville,"A woman on the run from the mob is reluctantly accepted in a small Colorado town. In exchange, she agrees to work for them. As a search visits town, she finds out that their support has a price. Yet her dangerous secret is never far away... (178 mins.)", Lars Von Trier,8,178,2003,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10000000,16700000,N
Dont Breathe,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isnt as helpless as he seems. (88 mins.)", Fede Alvarez,7.1,88,2016,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10000000,157200000,N
Dont Think Twice,"When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all. (92 mins.)", Mike Birbiglia,6.8,92,2016,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3000000,4400000,N
Doubt,A Catholic school principal questions a priests ambiguous relationship with a troubled young student. (104 mins.), John Patrick Shanley,7.5,104,2008,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20000000,53191101,N
Downfall,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictators final days in his Berlin bunker at the end of WWII. (156 mins.)", Oliver Hirschbiegel,8.2,156,2004,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9100000,92200000,N
Dredd,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO. (95 mins.)", Pete Travis,7.1,95,2012,0,0,0,1,0,1,1,0,0,1,0,0,0,0,45000000,41467606,N
Drive,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor. (100 mins.), Nicolas Winding Refn,7.8,100,2011,1,0,0,0,0,0,0,0,0,1,0,0,1,0,15000000,78054825,N
Dunkirk,"Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II. (106 mins.)", Christopher Nolan,8.3,106,2017,1,0,0,0,0,0,0,0,0,1,0,0,1,0,150000000,505424808,N
Eastern Promises,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family. (100 mins.), David Cronenberg,7.7,100,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,50000000,56077088,N
Eden Lake,"Refusing to let anything spoil their romantic weekend break, a young couple confront a gang of loutish youths with terrifyingly brutal consequences. (91 mins.)", James Watkins,6.8,91,2008,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2000000,4294373,N
Edge of Tomorrow,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies. (113 mins.)", Doug Liman,7.9,113,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,178000000,370541256,N
Election,Rival gang leaders are locked in a struggle to become the new chairman of Hong Kongs Triad society. (100 mins.), Johnnie To,7.1,100,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8500000,17202854,N
Elephant,Several ordinary high school students go through their daily routine as two others prepare for something more malevolent. (81 mins.), Gus Van Sant,7.2,81,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3000000,10051516,N
Elite Squad,"1997, Captain Nascimento has to find a substitute for his occupation while trying to take down drug dealers and criminals before the Pope comes to Rio de Janeiro, Brazil. (115 mins.)", José Padilha,8.1,115,2007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11000000,14600000,N
Elite Squad: The Enemy Within,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups. (115 mins.)", José Padilha,8.1,115,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9000000,63100000,N
Elle,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her. (130 mins.), Paul Verhoeven,7.2,130,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9100000,12500000,N
Embrace of the Serpent,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of 40 years to search the Amazon for a sacred healing plant. (125 mins.)", Ciro Guerra,7.9,125,2015,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1400000,3200000,N
End of Watch,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves. (109 mins.)", David Ayer,7.7,109,2012,0,0,0,0,0,1,0,0,0,1,1,0,1,0,15000000,57586606,N
Enough Said,A divorced woman who decides to pursue the man shes interested in learns hes her new friends ex-husband. (93 mins.), Nicole Holofcener,7.1,93,2013,0,0,0,0,1,1,0,0,0,0,0,0,1,0,8000000,25621449,N
Enter the Void,"A French drug dealer living in Tokyo is betrayed by his best friend and killed in a drug deal. His soul, observing the repercussions of his death, seeks resurrection. (161 mins.)", Gaspar Noé,7.3,161,2009,0,0,0,0,1,1,0,0,0,0,0,0,0,1,16000000,1467278,N
Equilibrium,"In a fascist future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system. (107 mins.)", Kurt Wimmer,7.5,107,2002,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20000000,5345869,N
Erin Brockovich,An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a citys water supply. (131 mins.), Steven Soderbergh,7.3,131,2000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,50000000,257805243,Y
Ernest & Celestine,"The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine. (80 mins.)"," Stéphane Aubier, Vincent Patar",7.9,80,2012,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6300000,8100000,N
Eternal Sunshine of the Spotless Mind,"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with. (108 mins.)", Michel Gondry,8.3,108,2004,0,0,0,1,0,1,0,0,0,0,0,0,0,1,20000000,72625689,N
Eureka,The traumatized survivors of a murderous bus hijacking come together and take a road trip to attempt to overcome their damaged selves. Meanwhile a serial killer is on the loose. (217 mins.), Shinji Aoyama,7.9,217,2000,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2000000,76654,N
Everything Is Illuminated,"A young Jewish American man endeavors to find the woman who saved his grandfather during World War II in a Ukrainian village, that was ultimately razed by the Nazis, with the help of an eccentric local. (106 mins.)", Liev Schreiber,7.5,106,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7000000,3601974,N
Evil Dead,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods. (91 mins.)", Fede Alvarez,6.5,91,2013,1,0,0,0,1,1,0,0,0,0,0,0,1,0,17000000,97778356,N
Ex Machina,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a breath-taking humanoid A.I. (108 mins.), Alex Garland,7.7,108,2014,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13000000,38976797,N
Extremely Loud & Incredibly Close,"A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001. (129 mins.)", Stephen Daldry,6.9,129,2011,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38000000,55200000,Y
Fantastic Mr. Fox,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers retaliation. (87 mins.), Wes Anderson,7.8,87,2009,0,0,0,0,1,1,0,0,0,1,1,0,1,0,40000000,47085064,N
Far from Heaven,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world. (107 mins.)", Todd Haynes,7.4,107,2002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13500000,29027914,N
Fences,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life. (139 mins.)", Denzel Washington,7.2,139,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24000000,64400000,Y
Finding Dory,"The friendly but forgetful blue tang fish, Dory, begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way. (97 mins.)"," Andrew Stanton, Angus MacLane",7.4,97,2016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,200000000,1022617376,N
Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home. (100 mins.)"," Andrew Stanton, Lee Unkrich",8.1,100,2003,0,0,0,0,0,1,0,0,0,0,1,0,0,0,94000000,936429370,N
Finding Neverland,The story of J.M. Barries friendship with a family who inspired him to create Peter Pan. (106 mins.), Marc Forster,7.7,106,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25000000,115036108,Y
Fish Tank,Everything changes for 15-year-old Mia when her mum brings home a new boyfriend. (123 mins.), Andrea Arnold,7.3,123,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3000000,5922292,N
Flags of our Fathers,"The life stories of the six men who raised the flag at the Battle of Iwo Jima, a turning point in World War II. (135 mins.)", Clint Eastwood,7.1,135,2006,0,1,0,1,0,1,1,0,0,0,0,0,0,0,53000000,63657941,N
Flight,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling. (138 mins.)", Robert Zemeckis,7.3,138,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31000000,160558438,N
Four Lions,Four incompetent British jihadists set out to train for and commit an act of terror. (97 mins.), Chris Morris,7.3,97,2010,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3750000,2436111,N
Frances Ha,"A story that follows as a New York woman (who doesnt really have an apartment) apprentices for a dance company (though shes not really a dancer) and throws herself headlong into her dreams, even as their possibility dwindles. (86 mins.)", Noah Baumbach,7.4,86,2012,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3000000,11267511,N
Frankenweenie,"When a boys beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment. (87 mins.)", Tim Burton,7,87,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,0,39000000,81150788,N
Frida,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work. (123 mins.)", Julie Taymor,7.4,123,2002,0,1,1,1,0,1,0,0,0,1,1,1,0,0,12000000,56131239,N
Frost/Nixon,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon. (122 mins.), Ron Howard,7.7,122,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29000000,28452945,Y
Frozen,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition. (102 mins.)"," Chris Buck, Jennifer Lee",7.5,102,2013,0,1,1,0,0,0,0,0,0,0,0,0,0,0,150000000,1274234980,N
Frozen River,Takes place in the days before Christmas near a little-known border crossing on the Mohawk reservation between New York State and Quebec... (97 mins.), Courtney Hunt,7.2,97,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1000000,6030129,N
Fruitvale Station,"The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008. (85 mins.)", Ryan Coogler,7.5,85,2013,0,0,0,0,1,1,0,0,0,0,0,0,0,0,900000,17549645,N
Funny Games,Two psychopathic young men take a family hostage in their cabin. (111 mins.), Michael Haneke,6.5,111,2007,0,0,0,0,0,1,0,1,0,0,0,0,1,0,15000000,8200127,N
Gangs of New York,"In 1863, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his fathers killer. (167 mins.)", Martin Scorsese,7.5,167,2002,0,1,0,1,0,1,0,0,0,0,0,0,0,0,97000000,183124621,Y
Garden State,A quietly troubled young man returns home for his mothers funeral after being estranged from his family for a decade. (102 mins.), Zach Braff,7.5,102,2004,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2500000,36028802,N
George Washington,"A group of children, in a depressed small town, band together to cover up a tragic mistake one summer. (89 mins.)", David Gordon Green,7.4,89,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42000,342722,N
Get Low,"A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive. (103 mins.)", Aaron Schneider,7.1,103,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7000000,10828305,N
Get Out,"Its time for a young African American to meet with his white girlfriends parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare. (104 mins.)", Jordan Peele,7.7,104,2017,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5000000,253758980,N
Gladiator,"When a Roman General is betrayed, and his family murdered by an emperors corrupt son, he comes to Rome as a gladiator to seek revenge. (155 mins.)", Ridley Scott,8.5,155,2000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,103000000,457683805,Y
Gloria,"A story set in Santiago and centered on Gloria, a free-spirited older woman, and the realities of her whirlwind relationship with a former naval officer whom she meets out in the clubs. (110 mins.)", Sebastián Lelio,6.7,110,2013,0,0,0,1,0,0,1,0,1,0,0,0,0,0,30000000,4967493,N
Glory,A reclusive Bulgarian railway trackman finds millions of cash spilled on the tracks and turns them in to the police... (101 mins.)," Kristina Grozeva, Petar Valchanov",7.7,101,2016,0,0,0,0,1,1,0,0,0,1,0,0,1,0,18000000,26593580,N
Gone Girl,"With his wifes disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when its suspected that he may not be innocent. (149 mins.)", David Fincher,8.1,149,2014,0,1,0,0,0,0,1,0,0,0,0,0,0,0,61000000,368567189,N
"Good Night, and Good Luck.",Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy. (93 mins.), George Clooney,7.5,93,2005,1,0,0,0,0,0,0,0,1,0,0,1,0,0,7000000,56500000,Y
Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalskis prized possession: a 1972 Gran Torino. (116 mins.)", Clint Eastwood,8.2,116,2008,0,1,0,0,0,0,1,0,0,1,0,0,0,0,25000000,274543085,N
Gravity,Two astronauts work together to survive after an accident which leaves them alone in space. (91 mins.), Alfonso Cuarón,7.8,91,2013,0,0,0,0,0,1,0,0,0,0,1,0,0,0,110000000,695941797,Y
Green Room,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar. (95 mins.), Jeremy Saulnier,7,95,2015,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5000000,3807503,N
